Song_ID,Title,Dancability,Artist,Genre_ID,Key_ID,User_ID,Lyrics,Creation_Date,Released_Status,Time_Signature
11,As,0.467,Stevie Wonder,3,12,none,"As around the sun the earth knows she's revolving
And the rosebuds know to bloom in early may
Just as hate knows love's the cure
You can rest your mind assure
That I'll be loving you always
As now can't reveal the mystery of tomorrow
But in passing will grow older every day
Just as all that's born is new
You know what I say is true
That I'll be loving you always
always
(Until the ocean covers every mountain high) always
(Until the dolphin flies and parrots live at sea) always
(Until we dream of life and life becomes a dream)
Did you know that true love asks for nothing
Her acceptance is the way we pay
Did you know that life has given love a guarantee
To last through forever and another day
Just as time knew to move on since the beginning
And the seasons know exactly when to change
Just as kindness knows no shame
Know through all your joy and pain
That I'll be loving you always
As today I know I'm living but tomorrow
Could make me the past but that I mustn't fear
For I'll know deep in my mind
The love of me I've left behind
'Cause I'll be loving you always
always
(Until the trees and seas just up and fly away) always
(Until the day that eight times eight times eight is four) always
(Until the day that is the day that are no more)
Did you know you're loved by somebody?
(Until the day the earth starts turnin' right to left) always
(Until the earth just for the sun denies itself) I'll be lovin' you forever
(Until dear mother nature says her work is through) always
(Until the day that you are me and I am you) always
(Until the rainbow burns the stars out in the sky)
Until the ocean severs every mountain high) always
We all know sometimes life hates and troubles
Can make you wish you were born in another time and space
But you can bet your lifetimes that and twice it's double
That god knew exactly where he wanted you to be placed
So make sure when you say you're in it, but not of it
You're not helpin' to make this earth
A place sometimes called hell
Change your words into truths
And then change that truth into love
And maybe our children's grandchildren
And their great grandchildren will tell
I'll be loving you
Until the rainbow burns the stars out in the sky
Loving you
Until the ocean covers every mountain high
Loving you
Until the dolphin flies and parrots live at sea
Loving you
Until we dream of life and life becomes a dream
Be loving you
Until the day is night and night becomes the day
Loving you
Until the trees and seas up, up and fly away
Loving you
Until the day that eight times eight times eight is four
Loving you
Until the day that is the day that are no more
Loving you
Until the day the earth starts turning right to left
Be loving you
Until the earth just for the sun denies itself
Loving you
Until dear mother nature says her work is through
Loving you
Until the day that you are me and I am you
Now ain't that loving you
(Until the rainbow burns the stars out in the sky) Ain't that loving you
(Until the ocean covers every mountain high) and I've got to say always
(Until the dolphin flies and parrots live at sea) always
(Until we dream of life and life becomes a dream)
(Until the day is night and night becomes the day) always
(Until the trees and seas just up and fly away) always
(Until the day that eight times eight times eight is four)
(Until the day that is the day that are no more) always
(Until the day the earth starts turning right to left)
(Until the earth just for the sun denies itself) always
(Until dear mother nature says her work is through)
(Until the day that you are me and I am you)
(Until the rainbow burns the stars out in the sky)
(Until the ocean covers every mountain high)
(Until the dolphin flies and parrots live at sea)
(Until we dream of life and life becomes a dream)
(Until the day is night and night becomes the day)
(Until the trees and seas just up and fly away)
(Until the day that eight times eight times eight is four)
(Until the day that is the day that are no more)
(Until the day the earth starts turning right to left)
(Until the earth just for the sun denies itself)
(Until dear mother nature says her work is through)
(Until the day that you are me and I am you)",1976-09-28,1,4
12,"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee))",0.842,"Tyler ICU,Tumelo",11,6,none,"Uyasizwa le s'gubhu sinamandla
Sisazo killer abafun' ubumnandi no mdantso
Thina sizobanika
Nika, nika, nika, nika
Uyasizwa le s'gubhu sinamandla
Sisazo killer abafun' ubumnandi no mdantso
Thina sizobanika
Nika, nika, nika, nika
Heyi mani aziwe, man' aziwe ke, mmm, ziwe ke
Eh, aziwe (aziwe), ziwe ke, ziwe ke
Eh, heyi mani aziwe, man' aziwe ke, mmm ziwe ke
Eh, aziwe (aziwe), ziwe ke, ziwe ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
uyasizwa le s'gubhu sinamandla
Sisazo killer abafun' ubumnandi no mdantso
Thina sizobanika
Nika, nika, nika, nika
Uyasizwa le s'gubhu sinamandla
Sisazo killer abafun' ubumnandi no mdantso
Thina sizobanika
Nika, nika, nika, nika
Ngiyamnika, (we Tyler) ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
uyasizwa le s'gubhu sinamandla
Sisazo killer abafun' ubumnandi no mdantso
Thina sizobanika
Nika, nika, nika, nika
Uyasizwa le s'gubhu sinamandla
Sisazo killer abafun' ubumnandi no mdantso
Thina sizobanika
Nika, nika, nika, nika
Mnike, mnike, mnike, mnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike",2023-04-28,1,4
13,Les,0.541,Childish Gambino,9,7,none,"Baby, you're the baddest, uh
Baby, you're the baddest girl, and, uh
Nobody else matters
Nobody else matters girl, and, uh
We're kissing in the bathroom
We're kissing in the bathroom, girl, and, uh
I hope nobody catch us
But I kinda hope they catch us, anyway
A New York nine's an everywhere else six
Time-wise, the opposite goes for chicks
I'm in a taxi, texting with my best friend
He's sleeping with this girl that he met up on West End
He's lucky, she's a career woman, no kids
Most girls see the clothes and try and gold dig
Most hoes poke holes in Trojans
Most people don't fuck and hit the lotto but my folks did
I'm a mess
That don't rhyme with shit, it's just true
Don't bring your girlfriend here, it's just you
When I'm depressed you're someone I run to
But, I guess meet me at Pianos
They cross-fadin' off of Nanos
Ugh, on that hipster shit (shit)
And you's a hipster, bitch (bitch)
Yo, but not in the lame way
Like, you ain't livin' out in BK
Like, you ain't workin' on a screenplay
Like, your baby daddy ain't a DJ
Like, she listenin' to old Freeway
'Cause everybody listens to Biggie, but she different
Right, that's why your friends need wristbands?
Fuck you
Can I have this dance?
Baby, you're the baddest
Baby, you're the baddest girl, and, uh
Nobody else matters
Nobody else matters girl, and, uh
We're kissing in the bathroom
We're kissing in the bathroom, girl, and, uh
I hope nobody catch us
But I kinda hope they catch us
Baby, you're the baddest
Baby, you're the baddest girl, and, uh
Nobody else matters
Nobody else matters girl, and, uh
We're kissing in the bathroom
We're kissing in the bathroom, girl, and, uh
I hope nobody catch us
But I kinda hope they catch us, anyway
We can pretend if you want to, like
We in love and started dating at your art school
'Cause either way we both lyin' more than half of the time
Except for when I'm home workin' on your graphic design
Every time we see each other, I'm takin' you home
Our relationship has gotten Sylvester Stallone
Yellow 911 Persian girl in the back car
But me writin' a verse the only way they buyin' a bar
White boys used to trip and send me over a gin
But they busy showin' off each other Indian friend
She got ironic tattoos on her back
That ain't ironic, bitch, I love Rugrats
Watchin' lames handle they fame
They bang any broad with bangs
In a band with an animal name
Hannibal came drinkin' a handle of Jameson
Analing anyone is the plan for the evening
I'm kidding, stop
Girl crying on Ludlow
She still look good though
Love is East Side, who are you to hate?
Movie ass, not a 10 but a Super 8
You ain't see me at the show, I was super great
Hotel penthouse, go on let it ruminate
City never sleeps, so I guess I'm never slept on
Did everything I could, then I kept going
Baby, you're the baddest
Baby, you're the baddest girl, and, uh
Nobody else matters
Nobody else matters girl, and, uh
We're kissing in the bathroom
We're kissing in the bathroom girl, and, uh
I hope nobody catch us
(I hope nobody catch us)
Baby, you're the baddest
Baby, you're the baddest girl, and, uh
Nobody else matters
Nobody else matters girl, and, uh
We're kissing in the bathroom
We're kissing in the bathroom girl, and, uh
I hope nobody catch us
But I kinda hope they catch us, anyway
Ooh, girl, I wanna know
Are you ready to cry? 'Cause I'm no good, no good
Ooh, girl, I wanna try
I'm an awful guy and I'm always away
And I'm tryin' to say
I'm a piece of shit
Believe in this, I'm tellin' you
'Cause we barely knew what we had
I'm not that bad, the fun we had
Oh, oh
Baby, you're the baddest
Baby, you're the baddest girl, and, uh
Nobody else matters
Nobody else matters girl, and, uh
We're kissing in the bathroom
We're kissing in the bathroom girl, and, uh
I hope nobody catch us
But I kinda hope they catch us, anyway
Baby, you're the baddest
Baby, you're the baddest girl, and, uh
Nobody else matters
Nobody else matters girl, and, uh
We're kissing in the bathroom
We're kissing in the bathroom girl, and, uh
I hope nobody catch us
But I kinda hope they catch us, anyway",2011-11-15,1,4
14,Trance (with Travis Scott & Young Thug),0.753,Metro Boomin,6,13,none,"Did you forget?
Do it for life
Chicago that time
All bull-- aside
Wonderful vibe
Wonderful night
Did it with Trav
All the kids, you and I
Off in this club
Bumpin and grindin
Who made it flood
You see the signs (signs)
We pulled out the feathers for this type of weather
She pulled to club, to buss up a dub
She came with her man, I called in a sub
She givin' out hugs, we know 'bout them hugs
She put in my hand, don't know what it was
She know some of the fam, but don't know enough
My trust is In God We Trust
Sippin' on wok, don't do tuss
She got her own fans, she need her a bus
Might give her a chance, it's givin' her
Out in a trance it's givin' her
Not on them Xans is givin her
-- with bands is givin her
A -- with plans is givin her
Still in the gym, ain't did the implants
I like that for real, ain't givin up
Like they know that you real, they give it up
Like if you got the steel, they give it up
Takin these M's they givin us
Then run in the field like it's ten of us
I'm cleanin -- out like an enema
I make that -- look like a cinema
Take off the top, baby let's ride
I'm with my dogs, I picked a side
She want the boss, the one own the tribe
(I own the tribe yeah)
Arm out the window just throw it when we ride
I bent the corner scraped the wheels and the tires
Put twenty hoes on a boat til they tired
Everybody on
You now you need me my --, just keep the -- real
Don't you crab with your song
Who else -- up the city like us?
When it rains, it's a thunderstorm
I party at Shabba, in New York and LA
Where they keep on going till the dawn (shabba)
$200k what I'm on
She licking all down my chest
I told her I aint slime bae call me sex
It ain't no dope where I put these racks at
If you my hoe I call you sexy
Got LA -- so bad it's dangerous
I backed out of the knot, she tried to tangle up
She got Paris manners and they so dangerous
I'm in a trance, its givin her
I'm in a trance, its givin her
I'm in a trance, its givin her
I'm in a trance, its givin her
I'm in a trance, its givin her
I'm in a trance, its givin her
I'm in a trance, its givin her
I'm in a trance, its givin her
I move so far in time
I move so far in time
I've been...
I've been whipped up in whip
With my fist up in drive
I've been --ed up in time
I've been --ed up in night
I've been working in time
I've been... inside
I've been inside
I've been just like
It's this life
It's this life
It's this life",2022-12-02,1,4
15,Tout s'en va,0.835,Luv Resval,6,14,none,"Duane dans la zone
Que le temps passe et tout s'en va (yeah)
Eh, le temps passe et tout s'en va
Découpe de malade, j'enfume la salade et je pense, j'me suis réveillé, t'étais pas là
Demande pas si ça va, sur mon cœur, tu laisses des balafres
Ton visage éclairé par les lampadaires de Paname (wow)
On s'est déchirés pour la vida sans raison valable
Moi, les miens sont vaillants, samuraï, j'ai caché ma lame (hey, yеah, yeah), j'ai caché ma lame
Trafic dans l'école, tas d'pilons dans lеs collages, papillons dans l'estomac
Marche vite ou la faucheuse rapplique, dans la zone
J'm'applique, y a le temps qui passe vite sur la montre, ah shit
Les roses que j'ai ramené sont fanées
Et toutes les promesses s'échappent en l'air comme le vent (comme le vent)
Les doses que j'ai préparées sont calées, des fois, j'me promène où j'te voyais avant
Diamants sur les dents, j'sais même plus pourquoi tu m'attends
Les démons qui viennent pour t'accompagner dans la danse (wow)
Comme ça qu'on avance, comme ça qu'on avancera (yeah)
Fais-le pour le tit-pe qui rêve de partir en cances-va
Captain Patate, sur ma vie, j'ai foncé dans l'tas
On est en face, elle marchait seule, lasse, dans une allée longue
Elle a lâché son gars, est-ce qu'il valait son âme?
Elle a lâché son gars, est-ce qu'il valait son âme?
Chemins sont différents mais nos regards se sont croisés
Elle écoute personne, pourquoi t'essayes de l'apprivoiser?
J't'ai vu t'apitoyer, j't'ai vu penser, regarder en l'air, jamais plus danser
On tourne dans les soirées comme des ambulanciers
Elle sent plus l'amphét', elle veut s'sentir en vie
Sortir en ville, faire des efforts en vain
J'me rappelle que le temps passe et tout s'en va, R-E-S-val, wow (wow)
J'me rappelle que... (j'me rappelle que...)
J'me rappelle que le temps passe et tout s'en va (yeah, yeah)
J'me rappelle que... (j'me rappelle que...)
J'me rappelle que... (j'me rappelle que...)
J'me rappelle que le temps passe et tout s'en va
J'ai bossé chaque soir, faut qu'tu sortes de ma vie (yeah)
J'regarde au loin, j'vois les hordes de navires
Au levé du jour, les soldats seront aux portes de la ville
Faut qu'on m'sauve de la mort ou qu'on m'sauve de la vie
Faut qu'on sorte de la vite, le combat des anges et les forces de la nuit
Le reflet du shinigami qui s'approche de la vitre
Elle est parfois belle mon époque, je la vis, on est pauvres, cela dit
Y a des clopes, de la tise (yeah), loin des cops, on navigue
Ça consomme de la weed, là j'ai trop d'choses à dire
Dégâts post-traumatiques, rapplique automatiquement
Tout ça m'attriste, c'est la mélo' d'ma vie
On est perdus sur la route, beaucoup d'chemin on a marché
Mais pourquoi on s'est attachés?
Trahi par tes semblables, trahi par les autres (quoi)
On s'était parlé en classe, j'étais pas présentable
Suivi par les gendarmes, sirop dans les entrailles
Tu parlais à Dieu pour qu'il te libère de tes entraves
Tu parlais à Dieu (Dieu, Dieu, tu parlais à Dieu)
Flag, on arrose les 'tasses, on s'est promis des choses mais les paroles s'effacent
Les filles autour de moi t'ont rendu paro, ces 'tasses
J'écris comme un poète, ces petits carottent mes phases
Mes rimes dessinent ton corps sensuellement
Les flèches du Cupidon visent ton cœur essentiellement
Ma ste-ve, j'suis stylé, dedans le bât', on a rimé devant
J'sais qu'on a prié, j'sais qu'on va crier
Je sens, j'me fais maquiller, je pète deux joints d'affilés
Je pense trop à la vie et la mort, le sablier demande
Ma lame pourrait scier le vent, les hommes viendront plier le camp
J'avance sous oublier le temps, recompter les billets de banque (wow, wow)
J'me rappelle que... (j'me rappelle que...)
J'me rappelle que le temps passe et tout s'en va (va, va)
J'me rappelle que... (yeah)
J'me rappelle que...
J'me rappelle que le temps passe et tout s'en va (va, va)",2021-06-04,1,4
16,Matilda,0.507,Harry Styles,1,15,none,"You were riding your bike to the sound of ""It's No Big Deal""
And you're trying to lift off the ground on those old two wheels
Nothing about the way that you were treated ever seemed especially alarming 'til now
So you tie up your hair and you smile like it's no big deal
You can let it go
You can throw a party full of everyone you know
And not invite your family, 'cause they never showed you love
You don't have to be sorry for leaving and growing up, mmh
Matilda, you talk of the pain like it's all alright
But I know that you feel like a piece of you's dead inside
You showed me a power that is strong enough to bring sun to the darkest days
It's none of my business, but it's just been on my mind
You can let it go
You can throw a party full of everyone you know
And not invite your family, 'cause they never showed you love
You don't have to be sorry for leaving and growing up
You can see the world, following the seasons
Anywhere you go, you don't need a reason
'Cause they never showed you love
You don't have to be sorry for doing it on your own
You're just in time, make your tea and your toast
You framed all your posters and dyed your clothes, ooh
You don't have to go
You don't have to go home
Oh, there's a long way to go
I don't believe that time will change your mind
In other words
I know they won't hurt you anymore as long as you can let them go
You can let it go
You can throw a party full of everyone you know
You can start a family who will always show you love
You don't have to be sorry for doing it on your own
You can let it go
You can throw a party full of everyone you know
You can start a family who will always show you love
You don't have to be sorry, no",2022-05-20,1,4
17,Woo,0.42,Rihanna,9,8,none,"Woo
Woo, woo, yeah
Woo, woo
Yeah, yeah, yeah
I bet she could never make you cry
'Cause the scars on your heart are still mine
Tell me that she couldn't get this sting
'She can almost be the worst of me'
Too bad she's just eating off your dreams
Let me know when you're ready to plea
Maybe you just need to send for me
Send for me
Send for me
Send for me (woo)
Send for me
Woo
Woo, woo
Yeah
Woo, woo
(Woo, woo)
Yeah, yeah, yeah
I've been thinking 'bout ya late night
I've been thinking only of you
Ain't nothing left to talk about
Boy show me what you wanna do
These days you been feeling like
Yeah I been feeling lonely too
I'ma fuck it up, won't you show me some'
Run it back like you owe me some'
Woo, woo (feel me up, feel me up)
Woo, woo, yeah (feel me up, feel me up)
Woo woo (feel me up, feel me up)
Tell me 'bout your picture-perfect love
Tell me how you think without the drugs
Maybe you just need to send for me
I don't even really love you
I don't even really care about you
I don't even really love you
I don't even really care about you no more
I don't even really care about you no more
I don't even really care about you no more
Send for me
Send for me
Send for me (woo)
Send for me
Woo (feel me up, feel me up)
Woo, woo, yeah (feel me up, feel me up)
Woo, woo, (send for me, send for me, send for me)
Yeah, yeah, yeah, yeah
Woo (I don't even really love you)
I don't even really care about you
Woo (I don't even really love you)
I don't even really care about you, no more (woo woo)
No more, I don't even really care about you no more (woo woo)
I don't even really care about you no more)",2016-01-28,1,4
18,Creep,0.515,Radiohead,5,10,none,"When you were here before
Couldn't look you in the eye
You're just like an angel
Your skin makes me cry
You float like a feather
In a beautiful world
I wish I was special
You're so fuckin' special
But I'm a creep
I'm a weirdo
What the hell am I doin' here?
I don't belong here
I don't care if it hurts
I wanna have control
I want a perfect body
I want a perfect soul
I want you to notice
When I'm not around
So fuckin' special
I wish I was special
But I'm a creep
I'm a weirdo
What the hell am I doin' here?
I don't belong here
She's running out the door (run)
She's running out
She run, run, run, run
Run
Whatever makes you happy
Whatever you want
You're so fuckin' special
I wish I was special
But I'm a creep
I'm a weirdo
What the hell am I doin' here?
I don't belong here
I don't belong here",1993-02-22,1,4
19,Come Back to Earth,0.272,Mac Miller,9,1,none,"My regrets look just like texts I shouldn't send
And I got neighbors, they're more like strangers
We could be friends
I just need a way out
Of my head
I'll do anything for a way out
Of my head
In my own way, this feel like livin'
Some alternate reality
And I was drownin', but now I'm swimmin'
Through stressful waters to relief
Yeah, oh, the things I'd do
To spend a little time in Hell
And what I won't tell you
I'll prolly never even tell myself
Don't you know that sunshine don't feel right
When you inside all day?
I wish it was nice out, but it look like rain
Grey skies are driftin', not livin' forever
They told me it only gets better
My regrets look just like texts I shouldn't send
And I got neighbors, they're more like strangers
We could be friends
I just need a way out
Of my head
I'll do anything for a way out
Of my head
",2018-08-03,1,4
20,Off the Wall,0.827,Michael Jackson,14,9,none,"When the world is on your shoulder
Gotta straighten up your act and boogie down
If you can't hang with the feeling
Then there ain't no room for you, this part of town
'Cause we're the party people, night and day
Livin' crazy, that's the only way
So tonight
Gotta leave that nine to five upon the shelf
An' just enjoy yourself
Groove
Let the madness in the music get to you
Life ain't so bad at all
If you live it off the wall
Life ain't so bad at all
Live your life off the wall
(Live your life off the wall)
Live it off the wall
You can shout out all you want to
'Cause there ain't no sin an' folks all gettin' loud
If you take the chance an' do it
Then there ain't no one who's gonna put you down
'Cause we're the party people, night an' day
Livin' crazy that's the only way
So tonight
Gotta leave that nine to five upon the shelf
An' just enjoy yourself
Step on and groove
Let the madness in the music get to you
Life ain't so bad at all
If you live it off the wall
Life ain't so bad at all
Live your life off the wall
(Live your life off the wall)
Live it off the wall
Do what you want to do
There ain't no rules, it's up to you
(Ain't no rules, it's up to you)
It's time to come alive
And party on right through the night (all right)
Gotta hide your inhibitions
Gotta let that fool loose, deep inside your soul
Wanna see an exhibition
Better do it now before you get too old
'Cause we're the party people, night and day
Livin' crazy that's the only way
So tonight
Gotta leave that nine to five upon the shelf
And just enjoy yourself
C'mon and groove
Let the madness in the music get to you
Life ain't so bad at all
If you live it off the wall
(Life ain't so bad at all)
Live it off the wall
(Live your life off the wall)
So tonight
Gotta leave that nine to five upon the shelf
An' just enjoy yourself
C'mon and groove (Groove)
Let the madness in the music get to you
Life ain't so bad at all
If you livin' off the wall
Tonight
Gotta leave that nine to five upon the shelf
(Livin' off the wall)
An' just enjoy yourself (Life is better off)
C'mon and groove (Livin' off the wall)
Let the madness in the music get to you (Life is better off)
Life ain't so bad at all (Livin' off the wall)
Wanna dance (Tonight, off the wall)
Gotta leave that nine to five upon the shelf
An' just enjoy yourself",1979-08-10,1,4
21,Soweto,0.747,Victony,10,14,none,"Mad!
Call all your brokoto no go dey slogodo oh
Body dey draw me like ogbono oh
Body dey rise my tonono oh
I say call all your brokoto no go dey slogodo oh
Girlie dey burst my bololo oh
Girl make I salute your commodore oh
Girl if you balanciego, I give you paper
Oh, no go do me Diego, my Maradona
Girl if I lap your Soweto, na Maphorisa
Girlie your back e be tornado
And I go follow your craze go, craze go
Tunde don dey craze oh
Eh, for your waist oh
And I go pay for your lace oh
Go dey for your ways oh
Tunde don dey craze oh
Eh, for your waist oh
I go pay for your lace oh (pay for your lace oh)
Girl if you balanciego, I give you paper
Oh, no go do me Diego, my Maradona
Girl if I lap your Soweto, na Maphorisa
Girlie your back e be tornado
And I go follow your craze go, craze go",2022-05-06,1,4
22,Rush,0.792,Ayra Starr,10,13,none,"Ta-ta-ri
Ta-ta-ri-pa, ta-ta-ri
Ta-ta-ri-pa, ta-ta-ri, pa
Sabi girl no dey too like talk
Animals dey in human form
Padi man, nobody like work
But you must hustle if you wan chop
E no finish, dem wan fight us
If them dey run, dem no fit catch up
I no dey form say I too righteous
No come dey form say you too like us
Me no get the time for the hate and the bad energy
Got my mind on my money
Make you dance like Poco Lee
Steady green like broccoli
Steady on my grind, no wan hear what they wan telly me
Kudi na my fantasy
Dem wan dey check if my tap e no rush
But e dey rush (e dey rush)
E dey rush well, well, e be much (e be much)
Na God dey make my tap, e dey rush
The kind money we touch, yeah
E dey rush (e dey rush)
E dey rush well, well, e be much (e be much)
No be hype, everybody dey crush
There's no dulling with us (there's no dulling with us, oh)
Pa-pa-ri (oh)
Ta-ta-ri-pa, pa-pa-ri (yeah)
Ta-ta-ri-pa, pa-pa-ri-pa
Ta-ra-pa-pa-ri-pa
Jofunmi Japata, I dey go Ghana (yeah)
You never touch, you dey form papas (yeah)
Which kind money we never see before?
Kosi elomi, got me feeling I'm the one
Aje, aje, aje, can never take my cake away, aje
You can't count my grace
I just dey my lane, my lane
Me no get the time for the hate and the bad energy
Got my mind on my money
Make you dance like Poco Lee
Steady green like broccoli
Steady on my grind, no wan hear what they wan telly me
Kudi na my fantasy (yeah, yeah)
Dem wan dey check if my tap e no rush (yeah)
But e dey rush (e dey rush)
E dey rush well, well, e be much (e be much)
Na God dey make my tap, e dey rush (yeah)
The kind money we touch, yeah
E dey rush (e dey rush)
E dey rush well, well, e be much (e be much)
No be hype, everybody dey crush
There's no dulling with us (there's no dulling with us)
'Cause e dey rush
E dey rush well, well, e be much
Na God dey make my tap, e dey rush
The kind money we touch
E dey rush
E dey rush well, well, e be much
No be hype, everybody dey crush
There's no dulling with us (there's no dulling)
Yeah, yeah
Yeah, yeah
Mmh, ah",2022-09-16,1,4
23,"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee))",0.842,"Tyler ICU,Tumelo",11,6,none,"Uyasizwa le s'gubhu sinamandla
Sisazo killer abafun' ubumnandi no mdantso
Thina sizobanika
Nika, nika, nika, nika
Uyasizwa le s'gubhu sinamandla
Sisazo killer abafun' ubumnandi no mdantso
Thina sizobanika
Nika, nika, nika, nika
Heyi mani aziwe, man' aziwe ke, mmm, ziwe ke
Eh, aziwe (aziwe), ziwe ke, ziwe ke
Eh, heyi mani aziwe, man' aziwe ke, mmm ziwe ke
Eh, aziwe (aziwe), ziwe ke, ziwe ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
uyasizwa le s'gubhu sinamandla
Sisazo killer abafun' ubumnandi no mdantso
Thina sizobanika
Nika, nika, nika, nika
Uyasizwa le s'gubhu sinamandla
Sisazo killer abafun' ubumnandi no mdantso
Thina sizobanika
Nika, nika, nika, nika
Ngiyamnika, (we Tyler) ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
Hayi ke, hayi ke, hayi ke
uyasizwa le s'gubhu sinamandla
Sisazo killer abafun' ubumnandi no mdantso
Thina sizobanika
Nika, nika, nika, nika
Uyasizwa le s'gubhu sinamandla
Sisazo killer abafun' ubumnandi no mdantso
Thina sizobanika
Nika, nika, nika, nika
Mnike, mnike, mnike, mnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike
Ngimnike, ngimnike, ngimnike, ngimnike",2023-04-28,1,4
